donor,recipient,amount,latitude_donor,longitude_donor,latitude_recipient,longitude_recipient
India,Marshall Islands,11123,20.593684,78.96288,7.131474000000001,171.184478
Italy,Marshall Islands,57718,41.87194,12.56738,7.131474000000001,171.184478
Japan,Marshall Islands,59519044,36.204824,138.252924,7.131474000000001,171.184478
New Zealand,Marshall Islands,445110,-40.900557,174.88597099999998,7.131474000000001,171.184478
Norway,Marshall Islands,114892,60.472024,8.468946,7.131474000000001,171.184478
Sweden,Marshall Islands,43393,60.128161,18.643501,7.131474000000001,171.184478
Switzerland,Marshall Islands,65740,46.818188,8.227511999999999,7.131474000000001,171.184478
Taiwan,Marshall Islands,3455750,23.69781,120.96051499999999,7.131474000000001,171.184478
United Kingdom,Marshall Islands,22089,55.378051,-3.435973,7.131474000000001,171.184478
United States,Marshall Islands,463720832,37.09024,-95.712891,7.131474000000001,171.184478
Australia,Mauritania,724120,-25.274398,133.775136,21.00789,-10.940835
Austria,Mauritania,378893,47.516231,14.550072,21.00789,-10.940835
Belgium,Mauritania,6964076,50.503887,4.469936,21.00789,-10.940835
Canada,Mauritania,7198743,56.130366,-106.34677099999999,21.00789,-10.940835
Czech Republic,Mauritania,16700,49.817492,15.472961999999999,21.00789,-10.940835
Finland,Mauritania,2498065,61.92411,25.748151,21.00789,-10.940835
France,Mauritania,584305732,46.227638,2.213749,21.00789,-10.940835
Germany,Mauritania,118151272,51.165690999999995,10.451526,21.00789,-10.940835
Greece,Mauritania,171346,39.074208,21.824312,21.00789,-10.940835
India,Mauritania,24915591,20.593684,78.96288,21.00789,-10.940835
Ireland,Mauritania,2180360,53.41291,-8.243889999999999,21.00789,-10.940835
Italy,Mauritania,31670531,41.87194,12.56738,21.00789,-10.940835
Japan,Mauritania,104592602,36.204824,138.252924,21.00789,-10.940835
Kuwait,Mauritania,129764681,29.311659999999996,47.481766,21.00789,-10.940835
Luxembourg,Mauritania,66797,49.815273,6.129583,21.00789,-10.940835
Monaco,Mauritania,229040,43.750298,7.412841,21.00789,-10.940835
Netherlands,Mauritania,363513,52.132633,5.291266,21.00789,-10.940835
Norway,Mauritania,5405321,60.472024,8.468946,21.00789,-10.940835
Portugal,Mauritania,1833,39.399871999999995,-8.224454,21.00789,-10.940835
Saudi Arabia,Mauritania,94721258,23.885942,45.079162,21.00789,-10.940835
Spain,Mauritania,236728460,40.463667,-3.7492199999999998,21.00789,-10.940835
Sweden,Mauritania,6824767,60.128161,18.643501,21.00789,-10.940835
Switzerland,Mauritania,4427990,46.818188,8.227511999999999,21.00789,-10.940835
United Arab Emirates,Mauritania,76603727,23.424076,53.847818000000004,21.00789,-10.940835
United Kingdom,Mauritania,3336023,55.378051,-3.435973,21.00789,-10.940835
United States,Mauritania,133151340,37.09024,-95.712891,21.00789,-10.940835
Australia,Mauritius,4073503,-25.274398,133.775136,-20.348404000000002,57.552152
Austria,Mauritius,87316,47.516231,14.550072,-20.348404000000002,57.552152
Belgium,Mauritius,2961442,50.503887,4.469936,-20.348404000000002,57.552152
Canada,Mauritius,1687578,56.130366,-106.34677099999999,-20.348404000000002,57.552152
Finland,Mauritius,163398,61.92411,25.748151,-20.348404000000002,57.552152
France,Mauritius,855563813,46.227638,2.213749,-20.348404000000002,57.552152
Germany,Mauritius,17746041,51.165690999999995,10.451526,-20.348404000000002,57.552152
Greece,Mauritius,44602,39.074208,21.824312,-20.348404000000002,57.552152
India,Mauritius,5699276,20.593684,78.96288,-20.348404000000002,57.552152
Japan,Mauritius,107151238,36.204824,138.252924,-20.348404000000002,57.552152
Luxembourg,Mauritius,930524,49.815273,6.129583,-20.348404000000002,57.552152
Monaco,Mauritius,23134,43.750298,7.412841,-20.348404000000002,57.552152
New Zealand,Mauritius,195682,-40.900557,174.88597099999998,-20.348404000000002,57.552152
Norway,Mauritius,2103751,60.472024,8.468946,-20.348404000000002,57.552152
Poland,Mauritius,7869,51.919438,19.145135999999997,-20.348404000000002,57.552152
Spain,Mauritius,91043,40.463667,-3.7492199999999998,-20.348404000000002,57.552152
Sweden,Mauritius,170043,60.128161,18.643501,-20.348404000000002,57.552152
Switzerland,Mauritius,7106,46.818188,8.227511999999999,-20.348404000000002,57.552152
United Arab Emirates,Mauritius,2053,23.424076,53.847818000000004,-20.348404000000002,57.552152
United Kingdom,Mauritius,48065046,55.378051,-3.435973,-20.348404000000002,57.552152
United States,Mauritius,2128990,37.09024,-95.712891,-20.348404000000002,57.552152
Australia,Mexico,8376992,-25.274398,133.775136,23.634501,-102.552784
Austria,Mexico,8685307,47.516231,14.550072,23.634501,-102.552784
Belgium,Mexico,6286025,50.503887,4.469936,23.634501,-102.552784
Brazil,Mexico,94546,-14.235004,-51.92528,23.634501,-102.552784
Canada,Mexico,30463018,56.130366,-106.34677099999999,23.634501,-102.552784
Chile,Mexico,2295090,-35.675146999999996,-71.542969,23.634501,-102.552784
Colombia,Mexico,68487,4.570868,-74.297333,23.634501,-102.552784
Czech Republic,Mexico,9201,49.817492,15.472961999999999,23.634501,-102.552784
Denmark,Mexico,7964887,56.26392,9.501785,23.634501,-102.552784
Finland,Mexico,6154599,61.92411,25.748151,23.634501,-102.552784
France,Mexico,1365369190,46.227638,2.213749,23.634501,-102.552784
Germany,Mexico,834030417,51.165690999999995,10.451526,23.634501,-102.552784
Greece,Mexico,725603,39.074208,21.824312,23.634501,-102.552784
Ireland,Mexico,1072603,53.41291,-8.243889999999999,23.634501,-102.552784
Italy,Mexico,7171102,41.87194,12.56738,23.634501,-102.552784
Japan,Mexico,111465228,36.204824,138.252924,23.634501,-102.552784
Luxembourg,Mexico,79379,49.815273,6.129583,23.634501,-102.552784
Netherlands,Mexico,946855,52.132633,5.291266,23.634501,-102.552784
New Zealand,Mexico,546941,-40.900557,174.88597099999998,23.634501,-102.552784
Norway,Mexico,19418700,60.472024,8.468946,23.634501,-102.552784
Poland,Mexico,56110,51.919438,19.145135999999997,23.634501,-102.552784
Portugal,Mexico,565728,39.399871999999995,-8.224454,23.634501,-102.552784
Spain,Mexico,136927032,40.463667,-3.7492199999999998,23.634501,-102.552784
Sweden,Mexico,678805,60.128161,18.643501,23.634501,-102.552784
Switzerland,Mexico,3560418,46.818188,8.227511999999999,23.634501,-102.552784
United Arab Emirates,Mexico,333986,23.424076,53.847818000000004,23.634501,-102.552784
United Kingdom,Mexico,59188722,55.378051,-3.435973,23.634501,-102.552784
United States,Mexico,2229245484,37.09024,-95.712891,23.634501,-102.552784
Australia,Moldova,517244,-25.274398,133.775136,47.411631,28.369884999999996
Austria,Moldova,44774264,47.516231,14.550072,47.411631,28.369884999999996
Belgium,Moldova,615964,50.503887,4.469936,47.411631,28.369884999999996
Canada,Moldova,175320,56.130366,-106.34677099999999,47.411631,28.369884999999996
Cyprus,Moldova,207519,35.126413,33.429859,47.411631,28.369884999999996
Czech Republic,Moldova,16287008,49.817492,15.472961999999999,47.411631,28.369884999999996
Denmark,Moldova,21644044,56.26392,9.501785,47.411631,28.369884999999996
Estonia,Moldova,3112209,58.595271999999994,25.013607,47.411631,28.369884999999996
Finland,Moldova,8403062,61.92411,25.748151,47.411631,28.369884999999996
France,Moldova,85122687,46.227638,2.213749,47.411631,28.369884999999996
Germany,Moldova,101038996,51.165690999999995,10.451526,47.411631,28.369884999999996
Greece,Moldova,12190609,39.074208,21.824312,47.411631,28.369884999999996
Hungary,Moldova,617556,47.162494,19.503304,47.411631,28.369884999999996
Ireland,Moldova,1220173,53.41291,-8.243889999999999,47.411631,28.369884999999996
Italy,Moldova,6043480,41.87194,12.56738,47.411631,28.369884999999996
Japan,Moldova,98677884,36.204824,138.252924,47.411631,28.369884999999996
Latvia,Moldova,744034,56.879635,24.603189,47.411631,28.369884999999996
Liechtenstein,Moldova,14296,47.166000000000004,9.555373,47.411631,28.369884999999996
Lithuania,Moldova,464320,55.169438,23.881275,47.411631,28.369884999999996
Luxembourg,Moldova,1785391,49.815273,6.129583,47.411631,28.369884999999996
Netherlands,Moldova,27538009,52.132633,5.291266,47.411631,28.369884999999996
Norway,Moldova,42793920,60.472024,8.468946,47.411631,28.369884999999996
Poland,Moldova,2058663,51.919438,19.145135999999997,47.411631,28.369884999999996
Portugal,Moldova,317282,39.399871999999995,-8.224454,47.411631,28.369884999999996
Romania,Moldova,2050849,45.943160999999996,24.96676,47.411631,28.369884999999996
Slovenia,Moldova,114547,46.151241,14.995463,47.411631,28.369884999999996
Spain,Moldova,1346377,40.463667,-3.7492199999999998,47.411631,28.369884999999996
Sweden,Moldova,100409430,60.128161,18.643501,47.411631,28.369884999999996
Switzerland,Moldova,77358250,46.818188,8.227511999999999,47.411631,28.369884999999996
United Arab Emirates,Moldova,4920,23.424076,53.847818000000004,47.411631,28.369884999999996
United Kingdom,Moldova,31832176,55.378051,-3.435973,47.411631,28.369884999999996
United States,Moldova,459011602,37.09024,-95.712891,47.411631,28.369884999999996
Australia,Mongolia,60031315,-25.274398,133.775136,46.862496,103.84665600000001
Austria,Mongolia,8256697,47.516231,14.550072,46.862496,103.84665600000001
Belgium,Mongolia,19381856,50.503887,4.469936,46.862496,103.84665600000001
Canada,Mongolia,16509284,56.130366,-106.34677099999999,46.862496,103.84665600000001
Czech Republic,Mongolia,16796350,49.817492,15.472961999999999,46.862496,103.84665600000001
Denmark,Mongolia,4777144,56.26392,9.501785,46.862496,103.84665600000001
Estonia,Mongolia,5221,58.595271999999994,25.013607,46.862496,103.84665600000001
Finland,Mongolia,10484955,61.92411,25.748151,46.862496,103.84665600000001
France,Mongolia,48121661,46.227638,2.213749,46.862496,103.84665600000001
Germany,Mongolia,248380565,51.165690999999995,10.451526,46.862496,103.84665600000001
Greece,Mongolia,61772,39.074208,21.824312,46.862496,103.84665600000001
Hungary,Mongolia,210636,47.162494,19.503304,46.862496,103.84665600000001
India,Mongolia,21978679,20.593684,78.96288,46.862496,103.84665600000001
Ireland,Mongolia,267903,53.41291,-8.243889999999999,46.862496,103.84665600000001
Italy,Mongolia,10125892,41.87194,12.56738,46.862496,103.84665600000001
Japan,Mongolia,947704260,36.204824,138.252924,46.862496,103.84665600000001
Kuwait,Mongolia,22301853,29.311659999999996,47.481766,46.862496,103.84665600000001
Luxembourg,Mongolia,17982524,49.815273,6.129583,46.862496,103.84665600000001
Monaco,Mongolia,109290,43.750298,7.412841,46.862496,103.84665600000001
Netherlands,Mongolia,39058725,52.132633,5.291266,46.862496,103.84665600000001
New Zealand,Mongolia,3859863,-40.900557,174.88597099999998,46.862496,103.84665600000001
Norway,Mongolia,5321002,60.472024,8.468946,46.862496,103.84665600000001
Poland,Mongolia,247539,51.919438,19.145135999999997,46.862496,103.84665600000001
Spain,Mongolia,5536000,40.463667,-3.7492199999999998,46.862496,103.84665600000001
Sweden,Mongolia,1345904,60.128161,18.643501,46.862496,103.84665600000001
Switzerland,Mongolia,150268739,46.818188,8.227511999999999,46.862496,103.84665600000001
Thailand,Mongolia,142873,15.870032,100.992541,46.862496,103.84665600000001
United Arab Emirates,Mongolia,49447,23.424076,53.847818000000004,46.862496,103.84665600000001
United Kingdom,Mongolia,6640263,55.378051,-3.435973,46.862496,103.84665600000001
United States,Mongolia,688553484,37.09024,-95.712891,46.862496,103.84665600000001
Australia,Montenegro,15420,-25.274398,133.775136,42.708678000000006,19.37439
Austria,Montenegro,15619837,47.516231,14.550072,42.708678000000006,19.37439
Belgium,Montenegro,240382,50.503887,4.469936,42.708678000000006,19.37439
Canada,Montenegro,210175,56.130366,-106.34677099999999,42.708678000000006,19.37439
Czech Republic,Montenegro,470473,49.817492,15.472961999999999,42.708678000000006,19.37439
Denmark,Montenegro,3214686,56.26392,9.501785,42.708678000000006,19.37439
Finland,Montenegro,247813,61.92411,25.748151,42.708678000000006,19.37439
France,Montenegro,8767454,46.227638,2.213749,42.708678000000006,19.37439
Germany,Montenegro,265221298,51.165690999999995,10.451526,42.708678000000006,19.37439
Greece,Montenegro,2050090,39.074208,21.824312,42.708678000000006,19.37439
Italy,Montenegro,30487882,41.87194,12.56738,42.708678000000006,19.37439
Japan,Montenegro,18525258,36.204824,138.252924,42.708678000000006,19.37439
Luxembourg,Montenegro,33064956,49.815273,6.129583,42.708678000000006,19.37439
Netherlands,Montenegro,3030738,52.132633,5.291266,42.708678000000006,19.37439
Norway,Montenegro,29552265,60.472024,8.468946,42.708678000000006,19.37439
Poland,Montenegro,22002,51.919438,19.145135999999997,42.708678000000006,19.37439
Portugal,Montenegro,3373,39.399871999999995,-8.224454,42.708678000000006,19.37439
Slovenia,Montenegro,3230654,46.151241,14.995463,42.708678000000006,19.37439
Spain,Montenegro,7522917,40.463667,-3.7492199999999998,42.708678000000006,19.37439
Sweden,Montenegro,10708178,60.128161,18.643501,42.708678000000006,19.37439
Switzerland,Montenegro,793174,46.818188,8.227511999999999,42.708678000000006,19.37439
United Arab Emirates,Montenegro,26098625,23.424076,53.847818000000004,42.708678000000006,19.37439
United Kingdom,Montenegro,3608751,55.378051,-3.435973,42.708678000000006,19.37439
United States,Montenegro,51316012,37.09024,-95.712891,42.708678000000006,19.37439
Australia,Morocco,1766853,-25.274398,133.775136,31.791702,-7.09262
Austria,Morocco,1463255,47.516231,14.550072,31.791702,-7.09262
Belgium,Morocco,217391389,50.503887,4.469936,31.791702,-7.09262
Brazil,Morocco,158014,-14.235004,-51.92528,31.791702,-7.09262
Canada,Morocco,60453059,56.130366,-106.34677099999999,31.791702,-7.09262
Czech Republic,Morocco,43894,49.817492,15.472961999999999,31.791702,-7.09262
Denmark,Morocco,8671808,56.26392,9.501785,31.791702,-7.09262
Finland,Morocco,4387108,61.92411,25.748151,31.791702,-7.09262
France,Morocco,5158470158,46.227638,2.213749,31.791702,-7.09262
Germany,Morocco,1736862446,51.165690999999995,10.451526,31.791702,-7.09262
Greece,Morocco,1762109,39.074208,21.824312,31.791702,-7.09262
Ireland,Morocco,310213,53.41291,-8.243889999999999,31.791702,-7.09262
Italy,Morocco,36993167,41.87194,12.56738,31.791702,-7.09262
Japan,Morocco,1298365869,36.204824,138.252924,31.791702,-7.09262
Kuwait,Morocco,627418792,29.311659999999996,47.481766,31.791702,-7.09262
Lithuania,Morocco,69751,55.169438,23.881275,31.791702,-7.09262
Luxembourg,Morocco,4171984,49.815273,6.129583,31.791702,-7.09262
Monaco,Morocco,970819,43.750298,7.412841,31.791702,-7.09262
Netherlands,Morocco,13813909,52.132633,5.291266,31.791702,-7.09262
New Zealand,Morocco,20829,-40.900557,174.88597099999998,31.791702,-7.09262
Norway,Morocco,750610,60.472024,8.468946,31.791702,-7.09262
Poland,Morocco,2761,51.919438,19.145135999999997,31.791702,-7.09262
Portugal,Morocco,64460923,39.399871999999995,-8.224454,31.791702,-7.09262
Saudi Arabia,Morocco,72154479,23.885942,45.079162,31.791702,-7.09262
Spain,Morocco,789401602,40.463667,-3.7492199999999998,31.791702,-7.09262
Sweden,Morocco,608917,60.128161,18.643501,31.791702,-7.09262
Switzerland,Morocco,36479346,46.818188,8.227511999999999,31.791702,-7.09262
Thailand,Morocco,10698,15.870032,100.992541,31.791702,-7.09262
United Arab Emirates,Morocco,364614817,23.424076,53.847818000000004,31.791702,-7.09262
United Kingdom,Morocco,34888221,55.378051,-3.435973,31.791702,-7.09262
United States,Morocco,1187437605,37.09024,-95.712891,31.791702,-7.09262
Australia,Mozambique,64361397,-25.274398,133.775136,-18.665695,35.529562
Austria,Mozambique,70462863,47.516231,14.550072,-18.665695,35.529562
Belgium,Mozambique,218851583,50.503887,4.469936,-18.665695,35.529562
Brazil,Mozambique,62045480,-14.235004,-51.92528,-18.665695,35.529562
Canada,Mozambique,807208951,56.130366,-106.34677099999999,-18.665695,35.529562
Chile,Mozambique,183629,-35.675146999999996,-71.542969,-18.665695,35.529562
Czech Republic,Mozambique,5601,49.817492,15.472961999999999,-18.665695,35.529562
Denmark,Mozambique,630519026,56.26392,9.501785,-18.665695,35.529562
Finland,Mozambique,266810478,61.92411,25.748151,-18.665695,35.529562
France,Mozambique,275782506,46.227638,2.213749,-18.665695,35.529562
Germany,Mozambique,679769716,51.165690999999995,10.451526,-18.665695,35.529562
Greece,Mozambique,192532,39.074208,21.824312,-18.665695,35.529562
Iceland,Mozambique,10350502,64.96305100000001,-19.020835,-18.665695,35.529562
India,Mozambique,57481044,20.593684,78.96288,-18.665695,35.529562
Ireland,Mozambique,417356838,53.41291,-8.243889999999999,-18.665695,35.529562
Italy,Mozambique,324001508,41.87194,12.56738,-18.665695,35.529562
Japan,Mozambique,614511359,36.204824,138.252924,-18.665695,35.529562
Kuwait,Mozambique,10384762,29.311659999999996,47.481766,-18.665695,35.529562
Luxembourg,Mozambique,1500827,49.815273,6.129583,-18.665695,35.529562
Monaco,Mozambique,226036,43.750298,7.412841,-18.665695,35.529562
Netherlands,Mozambique,557773426,52.132633,5.291266,-18.665695,35.529562
New Zealand,Mozambique,992695,-40.900557,174.88597099999998,-18.665695,35.529562
Norway,Mozambique,554887323,60.472024,8.468946,-18.665695,35.529562
Portugal,Mozambique,609528352,39.399871999999995,-8.224454,-18.665695,35.529562
Saudi Arabia,Mozambique,10000000,23.885942,45.079162,-18.665695,35.529562
South Africa,Mozambique,3683076,-30.559482,22.937506,-18.665695,35.529562
Spain,Mozambique,304473460,40.463667,-3.7492199999999998,-18.665695,35.529562
Sweden,Mozambique,691464311,60.128161,18.643501,-18.665695,35.529562
Switzerland,Mozambique,299220533,46.818188,8.227511999999999,-18.665695,35.529562
Thailand,Mozambique,47548,15.870032,100.992541,-18.665695,35.529562
United Arab Emirates,Mozambique,916151,23.424076,53.847818000000004,-18.665695,35.529562
United Kingdom,Mozambique,787420967,55.378051,-3.435973,-18.665695,35.529562
United States,Mozambique,2890988848,37.09024,-95.712891,-18.665695,35.529562
Australia,Namibia,3745548,-25.274398,133.775136,-22.957639999999998,18.49041
Austria,Namibia,654497,47.516231,14.550072,-22.957639999999998,18.49041
Belgium,Namibia,4875477,50.503887,4.469936,-22.957639999999998,18.49041
Brazil,Namibia,120024,-14.235004,-51.92528,-22.957639999999998,18.49041
Canada,Namibia,5109026,56.130366,-106.34677099999999,-22.957639999999998,18.49041
Cyprus,Namibia,3937,35.126413,33.429859,-22.957639999999998,18.49041
Czech Republic,Namibia,4452343,49.817492,15.472961999999999,-22.957639999999998,18.49041
Estonia,Namibia,33619,58.595271999999994,25.013607,-22.957639999999998,18.49041
Finland,Namibia,76884409,61.92411,25.748151,-22.957639999999998,18.49041
France,Namibia,61218209,46.227638,2.213749,-22.957639999999998,18.49041
Germany,Namibia,473414275,51.165690999999995,10.451526,-22.957639999999998,18.49041
Greece,Namibia,133591,39.074208,21.824312,-22.957639999999998,18.49041
Iceland,Namibia,2255471,64.96305100000001,-19.020835,-22.957639999999998,18.49041
India,Namibia,9131963,20.593684,78.96288,-22.957639999999998,18.49041
Italy,Namibia,2844432,41.87194,12.56738,-22.957639999999998,18.49041
Japan,Namibia,28796109,36.204824,138.252924,-22.957639999999998,18.49041
Luxembourg,Namibia,47739095,49.815273,6.129583,-22.957639999999998,18.49041
Netherlands,Namibia,7190924,52.132633,5.291266,-22.957639999999998,18.49041
New Zealand,Namibia,303864,-40.900557,174.88597099999998,-22.957639999999998,18.49041
Norway,Namibia,29423288,60.472024,8.468946,-22.957639999999998,18.49041
Poland,Namibia,14076,51.919438,19.145135999999997,-22.957639999999998,18.49041
Portugal,Namibia,789091,39.399871999999995,-8.224454,-22.957639999999998,18.49041
Spain,Namibia,58609067,40.463667,-3.7492199999999998,-22.957639999999998,18.49041
Sweden,Namibia,29459637,60.128161,18.643501,-22.957639999999998,18.49041
Switzerland,Namibia,1263188,46.818188,8.227511999999999,-22.957639999999998,18.49041
Thailand,Namibia,4612,15.870032,100.992541,-22.957639999999998,18.49041
United Arab Emirates,Namibia,26308,23.424076,53.847818000000004,-22.957639999999998,18.49041
United Kingdom,Namibia,3609353,55.378051,-3.435973,-22.957639999999998,18.49041
United States,Namibia,967023444,37.09024,-95.712891,-22.957639999999998,18.49041
Australia,Nauru,184924860,-25.274398,133.775136,-0.522778,166.931503
Canada,Nauru,100297,56.130366,-106.34677099999999,-0.522778,166.931503
Greece,Nauru,90270,39.074208,21.824312,-0.522778,166.931503
India,Nauru,22246,20.593684,78.96288,-0.522778,166.931503
Italy,Nauru,139043,41.87194,12.56738,-0.522778,166.931503
Japan,Nauru,12039150,36.204824,138.252924,-0.522778,166.931503
New Zealand,Nauru,19332570,-40.900557,174.88597099999998,-0.522778,166.931503
Taiwan,Nauru,3756548,23.69781,120.96051499999999,-0.522778,166.931503
United Kingdom,Nauru,13169,55.378051,-3.435973,-0.522778,166.931503
Australia,Nepal,151402228,-25.274398,133.775136,28.394857000000002,84.12400799999999
Austria,Nepal,16762919,47.516231,14.550072,28.394857000000002,84.12400799999999
Belgium,Nepal,11381328,50.503887,4.469936,28.394857000000002,84.12400799999999
Brazil,Nepal,8115,-14.235004,-51.92528,28.394857000000002,84.12400799999999
Canada,Nepal,68191266,56.130366,-106.34677099999999,28.394857000000002,84.12400799999999
Cyprus,Nepal,866426,35.126413,33.429859,28.394857000000002,84.12400799999999
Czech Republic,Nepal,91408,49.817492,15.472961999999999,28.394857000000002,84.12400799999999
Denmark,Nepal,321125073,56.26392,9.501785,28.394857000000002,84.12400799999999
Finland,Nepal,216578936,61.92411,25.748151,28.394857000000002,84.12400799999999
France,Nepal,9661875,46.227638,2.213749,28.394857000000002,84.12400799999999
Germany,Nepal,326147674,51.165690999999995,10.451526,28.394857000000002,84.12400799999999
Greece,Nepal,378817,39.074208,21.824312,28.394857000000002,84.12400799999999
India,Nepal,289809047,20.593684,78.96288,28.394857000000002,84.12400799999999
Ireland,Nepal,7448547,53.41291,-8.243889999999999,28.394857000000002,84.12400799999999
Italy,Nepal,4099837,41.87194,12.56738,28.394857000000002,84.12400799999999
Japan,Nepal,591113453,36.204824,138.252924,28.394857000000002,84.12400799999999
Kuwait,Nepal,17307937,29.311659999999996,47.481766,28.394857000000002,84.12400799999999
Luxembourg,Nepal,12045612,49.815273,6.129583,28.394857000000002,84.12400799999999
Monaco,Nepal,21632,43.750298,7.412841,28.394857000000002,84.12400799999999
Netherlands,Nepal,9012344,52.132633,5.291266,28.394857000000002,84.12400799999999
New Zealand,Nepal,11907794,-40.900557,174.88597099999998,28.394857000000002,84.12400799999999
Norway,Nepal,385507217,60.472024,8.468946,28.394857000000002,84.12400799999999
Poland,Nepal,14913,51.919438,19.145135999999997,28.394857000000002,84.12400799999999
Portugal,Nepal,2513,39.399871999999995,-8.224454,28.394857000000002,84.12400799999999
Saudi Arabia,Nepal,16514018,23.885942,45.079162,28.394857000000002,84.12400799999999
Spain,Nepal,50656340,40.463667,-3.7492199999999998,28.394857000000002,84.12400799999999
Sweden,Nepal,13070823,60.128161,18.643501,28.394857000000002,84.12400799999999
Switzerland,Nepal,313704426,46.818188,8.227511999999999,28.394857000000002,84.12400799999999
Thailand,Nepal,21431,15.870032,100.992541,28.394857000000002,84.12400799999999
United Arab Emirates,Nepal,432689,23.424076,53.847818000000004,28.394857000000002,84.12400799999999
United Kingdom,Nepal,471841885,55.378051,-3.435973,28.394857000000002,84.12400799999999
United States,Nepal,660491476,37.09024,-95.712891,28.394857000000002,84.12400799999999
Australia,Nicaragua,2677212,-25.274398,133.775136,12.865416,-85.207229
Austria,Nicaragua,50057399,47.516231,14.550072,12.865416,-85.207229
Belgium,Nicaragua,54264697,50.503887,4.469936,12.865416,-85.207229
Brazil,Nicaragua,408599,-14.235004,-51.92528,12.865416,-85.207229
Canada,Nicaragua,107960740,56.130366,-106.34677099999999,12.865416,-85.207229
Chile,Nicaragua,92335,-35.675146999999996,-71.542969,12.865416,-85.207229
Czech Republic,Nicaragua,38393,49.817492,15.472961999999999,12.865416,-85.207229
Denmark,Nicaragua,47777859,56.26392,9.501785,12.865416,-85.207229
Finland,Nicaragua,100160440,61.92411,25.748151,12.865416,-85.207229
France,Nicaragua,28863235,46.227638,2.213749,12.865416,-85.207229
Germany,Nicaragua,160777386,51.165690999999995,10.451526,12.865416,-85.207229
Greece,Nicaragua,235415,39.074208,21.824312,12.865416,-85.207229
Iceland,Nicaragua,5940752,64.96305100000001,-19.020835,12.865416,-85.207229
India,Nicaragua,77859,20.593684,78.96288,12.865416,-85.207229
Ireland,Nicaragua,15181638,53.41291,-8.243889999999999,12.865416,-85.207229
Italy,Nicaragua,14295927,41.87194,12.56738,12.865416,-85.207229
Japan,Nicaragua,229615851,36.204824,138.252924,12.865416,-85.207229
Luxembourg,Nicaragua,95387178,49.815273,6.129583,12.865416,-85.207229
Netherlands,Nicaragua,105019160,52.132633,5.291266,12.865416,-85.207229
New Zealand,Nicaragua,1349052,-40.900557,174.88597099999998,12.865416,-85.207229
Norway,Nicaragua,128440696,60.472024,8.468946,12.865416,-85.207229
Portugal,Nicaragua,121768,39.399871999999995,-8.224454,12.865416,-85.207229
Spain,Nicaragua,572326475,40.463667,-3.7492199999999998,12.865416,-85.207229
Sweden,Nicaragua,58362173,60.128161,18.643501,12.865416,-85.207229
Switzerland,Nicaragua,163837567,46.818188,8.227511999999999,12.865416,-85.207229
Taiwan,Nicaragua,7600906,23.69781,120.96051499999999,12.865416,-85.207229
United Arab Emirates,Nicaragua,16045,23.424076,53.847818000000004,12.865416,-85.207229
United Kingdom,Nicaragua,46142196,55.378051,-3.435973,12.865416,-85.207229
United States,Nicaragua,416078594,37.09024,-95.712891,12.865416,-85.207229
Australia,Niger,24131083,-25.274398,133.775136,17.607789,8.081666
Austria,Niger,1058588,47.516231,14.550072,17.607789,8.081666
Belgium,Niger,203936471,50.503887,4.469936,17.607789,8.081666
Canada,Niger,154731368,56.130366,-106.34677099999999,17.607789,8.081666
Czech Republic,Niger,20602,49.817492,15.472961999999999,17.607789,8.081666
Denmark,Niger,87059042,56.26392,9.501785,17.607789,8.081666
Finland,Niger,7262126,61.92411,25.748151,17.607789,8.081666
France,Niger,423930921,46.227638,2.213749,17.607789,8.081666
Germany,Niger,257841625,51.165690999999995,10.451526,17.607789,8.081666
Greece,Niger,535371,39.074208,21.824312,17.607789,8.081666
India,Niger,20902198,20.593684,78.96288,17.607789,8.081666
Ireland,Niger,19458593,53.41291,-8.243889999999999,17.607789,8.081666
Italy,Niger,25514860,41.87194,12.56738,17.607789,8.081666
Japan,Niger,197772884,36.204824,138.252924,17.607789,8.081666
Kuwait,Niger,54511819,29.311659999999996,47.481766,17.607789,8.081666
Luxembourg,Niger,76742061,49.815273,6.129583,17.607789,8.081666
Monaco,Niger,1249579,43.750298,7.412841,17.607789,8.081666
Netherlands,Niger,13133275,52.132633,5.291266,17.607789,8.081666
New Zealand,Niger,388267,-40.900557,174.88597099999998,17.607789,8.081666
Norway,Niger,24051286,60.472024,8.468946,17.607789,8.081666
Portugal,Niger,4388,39.399871999999995,-8.224454,17.607789,8.081666
Saudi Arabia,Niger,44457589,23.885942,45.079162,17.607789,8.081666
Slovenia,Niger,28220,46.151241,14.995463,17.607789,8.081666
Spain,Niger,118009356,40.463667,-3.7492199999999998,17.607789,8.081666
Sweden,Niger,28879960,60.128161,18.643501,17.607789,8.081666
Switzerland,Niger,157259524,46.818188,8.227511999999999,17.607789,8.081666
United Arab Emirates,Niger,12229219,23.424076,53.847818000000004,17.607789,8.081666
United Kingdom,Niger,25788947,55.378051,-3.435973,17.607789,8.081666
United States,Niger,524169060,37.09024,-95.712891,17.607789,8.081666
Australia,Nigeria,14169892,-25.274398,133.775136,9.081999,8.675277000000001
Austria,Nigeria,355345666,47.516231,14.550072,9.081999,8.675277000000001
Belgium,Nigeria,20341794,50.503887,4.469936,9.081999,8.675277000000001
Brazil,Nigeria,662277,-14.235004,-51.92528,9.081999,8.675277000000001
Canada,Nigeria,181284859,56.130366,-106.34677099999999,9.081999,8.675277000000001
