donor,recipient,amount,latitude_donor,longitude_donor,latitude_recipient,longitude_recipient
Cyprus,Nigeria,13871,35.126413,33.429859,9.081999,8.675277000000001
Czech Republic,Nigeria,753806,49.817492,15.472961999999999,9.081999,8.675277000000001
Denmark,Nigeria,25205933,56.26392,9.501785,9.081999,8.675277000000001
Finland,Nigeria,13476506,61.92411,25.748151,9.081999,8.675277000000001
France,Nigeria,362959606,46.227638,2.213749,9.081999,8.675277000000001
Germany,Nigeria,298383218,51.165690999999995,10.451526,9.081999,8.675277000000001
Greece,Nigeria,10856867,39.074208,21.824312,9.081999,8.675277000000001
India,Nigeria,104991442,20.593684,78.96288,9.081999,8.675277000000001
Ireland,Nigeria,12989536,53.41291,-8.243889999999999,9.081999,8.675277000000001
Italy,Nigeria,14675827,41.87194,12.56738,9.081999,8.675277000000001
Japan,Nigeria,242539836,36.204824,138.252924,9.081999,8.675277000000001
Luxembourg,Nigeria,540568,49.815273,6.129583,9.081999,8.675277000000001
Netherlands,Nigeria,387752478,52.132633,5.291266,9.081999,8.675277000000001
New Zealand,Nigeria,100620,-40.900557,174.88597099999998,9.081999,8.675277000000001
Norway,Nigeria,80377438,60.472024,8.468946,9.081999,8.675277000000001
Poland,Nigeria,78033,51.919438,19.145135999999997,9.081999,8.675277000000001
Portugal,Nigeria,438953,39.399871999999995,-8.224454,9.081999,8.675277000000001
Slovenia,Nigeria,19754,46.151241,14.995463,9.081999,8.675277000000001
Spain,Nigeria,27282589,40.463667,-3.7492199999999998,9.081999,8.675277000000001
Sweden,Nigeria,5313123,60.128161,18.643501,9.081999,8.675277000000001
Switzerland,Nigeria,11160582,46.818188,8.227511999999999,9.081999,8.675277000000001
United Arab Emirates,Nigeria,1215315,23.424076,53.847818000000004,9.081999,8.675277000000001
United Kingdom,Nigeria,1586653242,55.378051,-3.435973,9.081999,8.675277000000001
United States,Nigeria,3276376422,37.09024,-95.712891,9.081999,8.675277000000001
Australia,Niue,19406528,-25.274398,133.775136,-19.054445,-169.867233
Canada,Niue,18079,56.130366,-106.34677099999999,-19.054445,-169.867233
Germany,Niue,21800,51.165690999999995,10.451526,-19.054445,-169.867233
India,Niue,22246,20.593684,78.96288,-19.054445,-169.867233
Japan,Niue,438392,36.204824,138.252924,-19.054445,-169.867233
New Zealand,Niue,102303103,-40.900557,174.88597099999998,-19.054445,-169.867233
Australia,Oman,56333,-25.274398,133.775136,21.512583,55.923255000000005
Finland,Oman,62997,61.92411,25.748151,21.512583,55.923255000000005
France,Oman,3262251,46.227638,2.213749,21.512583,55.923255000000005
Germany,Oman,2567253,51.165690999999995,10.451526,21.512583,55.923255000000005
Greece,Oman,17421,39.074208,21.824312,21.512583,55.923255000000005
Italy,Oman,64580,41.87194,12.56738,21.512583,55.923255000000005
Japan,Oman,554967477,36.204824,138.252924,21.512583,55.923255000000005
Kuwait,Oman,97191183,29.311659999999996,47.481766,21.512583,55.923255000000005
Netherlands,Oman,1105648,52.132633,5.291266,21.512583,55.923255000000005
Spain,Oman,9054,40.463667,-3.7492199999999998,21.512583,55.923255000000005
United Arab Emirates,Oman,13215156,23.424076,53.847818000000004,21.512583,55.923255000000005
United Kingdom,Oman,2358434,55.378051,-3.435973,21.512583,55.923255000000005
United States,Oman,32982523,37.09024,-95.712891,21.512583,55.923255000000005
Australia,Pakistan,495571674,-25.274398,133.775136,30.375321000000003,69.345116
Austria,Pakistan,27034664,47.516231,14.550072,30.375321000000003,69.345116
Belgium,Pakistan,38416743,50.503887,4.469936,30.375321000000003,69.345116
Canada,Pakistan,434750520,56.130366,-106.34677099999999,30.375321000000003,69.345116
Cyprus,Pakistan,184559,35.126413,33.429859,30.375321000000003,69.345116
Czech Republic,Pakistan,1167328,49.817492,15.472961999999999,30.375321000000003,69.345116
Denmark,Pakistan,100648166,56.26392,9.501785,30.375321000000003,69.345116
Estonia,Pakistan,114113,58.595271999999994,25.013607,30.375321000000003,69.345116
Finland,Pakistan,55762445,61.92411,25.748151,30.375321000000003,69.345116
France,Pakistan,408771782,46.227638,2.213749,30.375321000000003,69.345116
Germany,Pakistan,976974223,51.165690999999995,10.451526,30.375321000000003,69.345116
Greece,Pakistan,3472563,39.074208,21.824312,30.375321000000003,69.345116
Hungary,Pakistan,85011,47.162494,19.503304,30.375321000000003,69.345116
Iceland,Pakistan,201964,64.96305100000001,-19.020835,30.375321000000003,69.345116
Ireland,Pakistan,18621948,53.41291,-8.243889999999999,30.375321000000003,69.345116
Italy,Pakistan,138204877,41.87194,12.56738,30.375321000000003,69.345116
Japan,Pakistan,2155611747,36.204824,138.252924,30.375321000000003,69.345116
Kuwait,Pakistan,95734069,29.311659999999996,47.481766,30.375321000000003,69.345116
Luxembourg,Pakistan,9117524,49.815273,6.129583,30.375321000000003,69.345116
Netherlands,Pakistan,218969961,52.132633,5.291266,30.375321000000003,69.345116
New Zealand,Pakistan,6279385,-40.900557,174.88597099999998,30.375321000000003,69.345116
Norway,Pakistan,332385129,60.472024,8.468946,30.375321000000003,69.345116
Poland,Pakistan,37366,51.919438,19.145135999999997,30.375321000000003,69.345116
Portugal,Pakistan,14707,39.399871999999995,-8.224454,30.375321000000003,69.345116
Romania,Pakistan,74976,45.943160999999996,24.96676,30.375321000000003,69.345116
Saudi Arabia,Pakistan,199948368,23.885942,45.079162,30.375321000000003,69.345116
Slovenia,Pakistan,42330,46.151241,14.995463,30.375321000000003,69.345116
Spain,Pakistan,50029082,40.463667,-3.7492199999999998,30.375321000000003,69.345116
Sweden,Pakistan,123434943,60.128161,18.643501,30.375321000000003,69.345116
Switzerland,Pakistan,166240933,46.818188,8.227511999999999,30.375321000000003,69.345116
United Arab Emirates,Pakistan,616136304,23.424076,53.847818000000004,30.375321000000003,69.345116
United Kingdom,Pakistan,1707905942,55.378051,-3.435973,30.375321000000003,69.345116
United States,Pakistan,7768275512,37.09024,-95.712891,30.375321000000003,69.345116
Australia,Palau,14600871,-25.274398,133.775136,7.51498,134.58252
Canada,Palau,273607,56.130366,-106.34677099999999,7.51498,134.58252
Finland,Palau,34086,61.92411,25.748151,7.51498,134.58252
Germany,Palau,958001,51.165690999999995,10.451526,7.51498,134.58252
Greece,Palau,44602,39.074208,21.824312,7.51498,134.58252
Japan,Palau,74979830,36.204824,138.252924,7.51498,134.58252
Luxembourg,Palau,39887,49.815273,6.129583,7.51498,134.58252
New Zealand,Palau,176776,-40.900557,174.88597099999998,7.51498,134.58252
Taiwan,Palau,2780457,23.69781,120.96051499999999,7.51498,134.58252
United Kingdom,Palau,114348,55.378051,-3.435973,7.51498,134.58252
United States,Palau,149727464,37.09024,-95.712891,7.51498,134.58252
Australia,Panama,139833,-25.274398,133.775136,8.537981,-80.782127
Austria,Panama,85018,47.516231,14.550072,8.537981,-80.782127
Belgium,Panama,180663,50.503887,4.469936,8.537981,-80.782127
Brazil,Panama,933874,-14.235004,-51.92528,8.537981,-80.782127
Canada,Panama,7500685,56.130366,-106.34677099999999,8.537981,-80.782127
Chile,Panama,60957,-35.675146999999996,-71.542969,8.537981,-80.782127
Colombia,Panama,30350,4.570868,-74.297333,8.537981,-80.782127
Czech Republic,Panama,23961,49.817492,15.472961999999999,8.537981,-80.782127
Denmark,Panama,791037,56.26392,9.501785,8.537981,-80.782127
Finland,Panama,243376,61.92411,25.748151,8.537981,-80.782127
France,Panama,51076541,46.227638,2.213749,8.537981,-80.782127
Germany,Panama,40288197,51.165690999999995,10.451526,8.537981,-80.782127
Greece,Panama,211884,39.074208,21.824312,8.537981,-80.782127
Italy,Panama,377377,41.87194,12.56738,8.537981,-80.782127
Japan,Panama,778711683,36.204824,138.252924,8.537981,-80.782127
Luxembourg,Panama,25900,49.815273,6.129583,8.537981,-80.782127
Netherlands,Panama,997237,52.132633,5.291266,8.537981,-80.782127
Norway,Panama,20796529,60.472024,8.468946,8.537981,-80.782127
Portugal,Panama,1853,39.399871999999995,-8.224454,8.537981,-80.782127
Spain,Panama,61933667,40.463667,-3.7492199999999998,8.537981,-80.782127
Sweden,Panama,52077,60.128161,18.643501,8.537981,-80.782127
Switzerland,Panama,267858,46.818188,8.227511999999999,8.537981,-80.782127
Taiwan,Panama,4580269,23.69781,120.96051499999999,8.537981,-80.782127
United Arab Emirates,Panama,37005,23.424076,53.847818000000004,8.537981,-80.782127
United Kingdom,Panama,1745621,55.378051,-3.435973,8.537981,-80.782127
United States,Panama,127555279,37.09024,-95.712891,8.537981,-80.782127
Australia,Papua New Guinea,3287249882,-25.274398,133.775136,-6.314993,143.95555
Austria,Papua New Guinea,4572470,47.516231,14.550072,-6.314993,143.95555
Belgium,Papua New Guinea,11862,50.503887,4.469936,-6.314993,143.95555
Canada,Papua New Guinea,2590509,56.130366,-106.34677099999999,-6.314993,143.95555
Denmark,Papua New Guinea,12016,56.26392,9.501785,-6.314993,143.95555
Finland,Papua New Guinea,471395,61.92411,25.748151,-6.314993,143.95555
France,Papua New Guinea,1273031,46.227638,2.213749,-6.314993,143.95555
Germany,Papua New Guinea,21628253,51.165690999999995,10.451526,-6.314993,143.95555
Greece,Papua New Guinea,44602,39.074208,21.824312,-6.314993,143.95555
India,Papua New Guinea,11123,20.593684,78.96288,-6.314993,143.95555
Ireland,Papua New Guinea,254490,53.41291,-8.243889999999999,-6.314993,143.95555
Italy,Papua New Guinea,835682,41.87194,12.56738,-6.314993,143.95555
Japan,Papua New Guinea,344455239,36.204824,138.252924,-6.314993,143.95555
Netherlands,Papua New Guinea,22523,52.132633,5.291266,-6.314993,143.95555
New Zealand,Papua New Guinea,162534773,-40.900557,174.88597099999998,-6.314993,143.95555
Norway,Papua New Guinea,5896882,60.472024,8.468946,-6.314993,143.95555
Poland,Papua New Guinea,23289,51.919438,19.145135999999997,-6.314993,143.95555
Portugal,Papua New Guinea,4799,39.399871999999995,-8.224454,-6.314993,143.95555
Spain,Papua New Guinea,302286,40.463667,-3.7492199999999998,-6.314993,143.95555
Sweden,Papua New Guinea,351934,60.128161,18.643501,-6.314993,143.95555
Switzerland,Papua New Guinea,124608,46.818188,8.227511999999999,-6.314993,143.95555
Taiwan,Papua New Guinea,3663661,23.69781,120.96051499999999,-6.314993,143.95555
United Arab Emirates,Papua New Guinea,22090,23.424076,53.847818000000004,-6.314993,143.95555
United Kingdom,Papua New Guinea,8080931,55.378051,-3.435973,-6.314993,143.95555
United States,Papua New Guinea,28528588,37.09024,-95.712891,-6.314993,143.95555
Australia,Paraguay,2645547,-25.274398,133.775136,-23.442503,-58.44383199999999
Austria,Paraguay,304651,47.516231,14.550072,-23.442503,-58.44383199999999
Belgium,Paraguay,408482,50.503887,4.469936,-23.442503,-58.44383199999999
Brazil,Paraguay,4717973,-14.235004,-51.92528,-23.442503,-58.44383199999999
Canada,Paraguay,7253520,56.130366,-106.34677099999999,-23.442503,-58.44383199999999
Chile,Paraguay,348650,-35.675146999999996,-71.542969,-23.442503,-58.44383199999999
Colombia,Paraguay,26745,4.570868,-74.297333,-23.442503,-58.44383199999999
Czech Republic,Paraguay,190100,49.817492,15.472961999999999,-23.442503,-58.44383199999999
Denmark,Paraguay,165205,56.26392,9.501785,-23.442503,-58.44383199999999
Finland,Paraguay,1191158,61.92411,25.748151,-23.442503,-58.44383199999999
France,Paraguay,21257517,46.227638,2.213749,-23.442503,-58.44383199999999
Germany,Paraguay,55987697,51.165690999999995,10.451526,-23.442503,-58.44383199999999
Ireland,Paraguay,360597,53.41291,-8.243889999999999,-23.442503,-58.44383199999999
Italy,Paraguay,4996151,41.87194,12.56738,-23.442503,-58.44383199999999
Japan,Paraguay,210066059,36.204824,138.252924,-23.442503,-58.44383199999999
Luxembourg,Paraguay,948257,49.815273,6.129583,-23.442503,-58.44383199999999
Netherlands,Paraguay,55776,52.132633,5.291266,-23.442503,-58.44383199999999
New Zealand,Paraguay,1319962,-40.900557,174.88597099999998,-23.442503,-58.44383199999999
Norway,Paraguay,3796983,60.472024,8.468946,-23.442503,-58.44383199999999
Portugal,Paraguay,1043,39.399871999999995,-8.224454,-23.442503,-58.44383199999999
Spain,Paraguay,132074203,40.463667,-3.7492199999999998,-23.442503,-58.44383199999999
Sweden,Paraguay,6977700,60.128161,18.643501,-23.442503,-58.44383199999999
Switzerland,Paraguay,885228,46.818188,8.227511999999999,-23.442503,-58.44383199999999
Taiwan,Paraguay,9915742,23.69781,120.96051499999999,-23.442503,-58.44383199999999
United Arab Emirates,Paraguay,10041,23.424076,53.847818000000004,-23.442503,-58.44383199999999
United Kingdom,Paraguay,401624,55.378051,-3.435973,-23.442503,-58.44383199999999
United States,Paraguay,166065322,37.09024,-95.712891,-23.442503,-58.44383199999999
Australia,Peru,9183426,-25.274398,133.775136,-9.189967,-75.015152
Austria,Peru,7254313,47.516231,14.550072,-9.189967,-75.015152
Belgium,Peru,172913792,50.503887,4.469936,-9.189967,-75.015152
Brazil,Peru,1576662,-14.235004,-51.92528,-9.189967,-75.015152
Canada,Peru,227564592,56.130366,-106.34677099999999,-9.189967,-75.015152
Chile,Peru,104928,-35.675146999999996,-71.542969,-9.189967,-75.015152
Colombia,Peru,23163,4.570868,-74.297333,-9.189967,-75.015152
Czech Republic,Peru,1525441,49.817492,15.472961999999999,-9.189967,-75.015152
Denmark,Peru,15058420,56.26392,9.501785,-9.189967,-75.015152
Finland,Peru,22639332,61.92411,25.748151,-9.189967,-75.015152
France,Peru,176997357,46.227638,2.213749,-9.189967,-75.015152
Germany,Peru,1013199354,51.165690999999995,10.451526,-9.189967,-75.015152
Greece,Peru,767798,39.074208,21.824312,-9.189967,-75.015152
Hungary,Peru,8937,47.162494,19.503304,-9.189967,-75.015152
Ireland,Peru,5968098,53.41291,-8.243889999999999,-9.189967,-75.015152
Italy,Peru,48863566,41.87194,12.56738,-9.189967,-75.015152
Japan,Peru,1202175592,36.204824,138.252924,-9.189967,-75.015152
Luxembourg,Peru,14263266,49.815273,6.129583,-9.189967,-75.015152
Netherlands,Peru,8821366,52.132633,5.291266,-9.189967,-75.015152
New Zealand,Peru,1684127,-40.900557,174.88597099999998,-9.189967,-75.015152
Norway,Peru,20514735,60.472024,8.468946,-9.189967,-75.015152
Poland,Peru,80072,51.919438,19.145135999999997,-9.189967,-75.015152
Portugal,Peru,187080,39.399871999999995,-8.224454,-9.189967,-75.015152
Spain,Peru,652389765,40.463667,-3.7492199999999998,-9.189967,-75.015152
Sweden,Peru,16681319,60.128161,18.643501,-9.189967,-75.015152
Switzerland,Peru,213057232,46.818188,8.227511999999999,-9.189967,-75.015152
United Arab Emirates,Peru,107829,23.424076,53.847818000000004,-9.189967,-75.015152
United Kingdom,Peru,16656715,55.378051,-3.435973,-9.189967,-75.015152
United States,Peru,1190229566,37.09024,-95.712891,-9.189967,-75.015152
Australia,Philippines,1248762783,-25.274398,133.775136,12.879721,121.77401699999999
Austria,Philippines,17056469,47.516231,14.550072,12.879721,121.77401699999999
Belgium,Philippines,51956777,50.503887,4.469936,12.879721,121.77401699999999
Brazil,Philippines,7899,-14.235004,-51.92528,12.879721,121.77401699999999
Canada,Philippines,126378147,56.130366,-106.34677099999999,12.879721,121.77401699999999
Czech Republic,Philippines,1266416,49.817492,15.472961999999999,12.879721,121.77401699999999
Denmark,Philippines,14806123,56.26392,9.501785,12.879721,121.77401699999999
Estonia,Philippines,563855,58.595271999999994,25.013607,12.879721,121.77401699999999
Finland,Philippines,16141406,61.92411,25.748151,12.879721,121.77401699999999
France,Philippines,238318693,46.227638,2.213749,12.879721,121.77401699999999
Germany,Philippines,432124966,51.165690999999995,10.451526,12.879721,121.77401699999999
Greece,Philippines,634214,39.074208,21.824312,12.879721,121.77401699999999
Iceland,Philippines,402235,64.96305100000001,-19.020835,12.879721,121.77401699999999
India,Philippines,16503008,20.593684,78.96288,12.879721,121.77401699999999
Ireland,Philippines,8456706,53.41291,-8.243889999999999,12.879721,121.77401699999999
Italy,Philippines,23479044,41.87194,12.56738,12.879721,121.77401699999999
Japan,Philippines,7383700618,36.204824,138.252924,12.879721,121.77401699999999
Liechtenstein,Philippines,141154,47.166000000000004,9.555373,12.879721,121.77401699999999
Luxembourg,Philippines,6864941,49.815273,6.129583,12.879721,121.77401699999999
Monaco,Philippines,30149,43.750298,7.412841,12.879721,121.77401699999999
Netherlands,Philippines,16588253,52.132633,5.291266,12.879721,121.77401699999999
New Zealand,Philippines,37866011,-40.900557,174.88597099999998,12.879721,121.77401699999999
Norway,Philippines,115817898,60.472024,8.468946,12.879721,121.77401699999999
Portugal,Philippines,32296,39.399871999999995,-8.224454,12.879721,121.77401699999999
Slovenia,Philippines,77339,46.151241,14.995463,12.879721,121.77401699999999
Spain,Philippines,202014465,40.463667,-3.7492199999999998,12.879721,121.77401699999999
Sweden,Philippines,52227943,60.128161,18.643501,12.879721,121.77401699999999
Switzerland,Philippines,14994348,46.818188,8.227511999999999,12.879721,121.77401699999999
Thailand,Philippines,6329,15.870032,100.992541,12.879721,121.77401699999999
United Arab Emirates,Philippines,452634,23.424076,53.847818000000004,12.879721,121.77401699999999
United Kingdom,Philippines,114973950,55.378051,-3.435973,12.879721,121.77401699999999
United States,Philippines,1445071604,37.09024,-95.712891,12.879721,121.77401699999999
Australia,Rwanda,8452032,-25.274398,133.775136,-1.940278,29.873888
Austria,Rwanda,7672872,47.516231,14.550072,-1.940278,29.873888
Belgium,Rwanda,486296096,50.503887,4.469936,-1.940278,29.873888
Brazil,Rwanda,70843,-14.235004,-51.92528,-1.940278,29.873888
Canada,Rwanda,114321800,56.130366,-106.34677099999999,-1.940278,29.873888
Czech Republic,Rwanda,88014,49.817492,15.472961999999999,-1.940278,29.873888
Denmark,Rwanda,5233715,56.26392,9.501785,-1.940278,29.873888
Finland,Rwanda,2734416,61.92411,25.748151,-1.940278,29.873888
France,Rwanda,42644524,46.227638,2.213749,-1.940278,29.873888
Germany,Rwanda,343219008,51.165690999999995,10.451526,-1.940278,29.873888
